"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-47 0.847464425043201 2 41 "GO:0090101;GO:0090288" "negative regulation of cellular response to growth factor stimulus" 0.982676277590505
-1291 0.0419987547284989 3 6 "GO:0090128;GO:0090129" "regulation of synapse maturation" 0.590861539368419
355 0.576066652276738 3 6 "GO:0090136" "epithelial cell-cell adhesion" 0.933864834293848
-1068 0.0924890919242974 5 6 "GO:0090140" "regulation of mitochondrial fission" 0.703125909579173
10 0.960742846183635 4 56 "GO:0090150" "establishment of protein localization to membrane" 0.995848162381776
359 0.513752859926877 3 8 "GO:0090161" "Golgi ribbon formation" 0.905170249112018
556 0.258750435953648 4 10 "GO:0090162" "establishment of epithelial cell polarity" 0.837672144855893
-104 0.817289069210463 2 12 "GO:0090169" "regulation of spindle assembly" 0.981650410985964
-923 0.0749588105611623 2 9 "GO:0090175" "regulation of establishment of planar polarity" 0.6735853004744
-462 0.324461476002001 3 11 "GO:0090181;GO:1902930" "regulation of cholesterol metabolic process" 0.866484041045079
-1432 0.00920977641154557 5 8 "GO:0090183" "regulation of kidney development" 0.309486861496313
557 0.380550265582468 6 6 "GO:0090197;GO:0090196" "regulation of chemokine secretion" 0.87237376016788
286 0.58163345009081 2 9 "GO:0090199" "regulation of release of cytochrome c from mitochondria" 0.934153937654182
-296 0.670909339733702 7 5 "GO:0090201" "negative regulation of release of cytochrome c from mitochondria" 0.962025435846265
310 0.656074575066485 2 5 "GO:0090218" "positive regulation of lipid kinase activity" 0.96029790343216
-348 0.502091236911637 2 9 "GO:0090239" "regulation of histone H4 acetylation" 0.897366387965064
175 0.382577080255099 3 61 "GO:0090257" "regulation of muscle system process" 0.87237376016788
-63 0.817675030950148 2 33 "GO:0090263;GO:0030177" "positive regulation of Wnt signaling pathway" 0.981650410985964
253 0.715954132881311 4 5 "GO:0090266;GO:0090231;GO:1903504" "regulation of mitotic cell cycle spindle assembly checkpoint" 0.972191552623681
-273 0.246770622447366 2 44 "GO:0090276;GO:0050796" "regulation of peptide hormone secretion" 0.83035476669948
-446 0.178869221106069 2 22 "GO:0090277;GO:0032024" "positive regulation of peptide hormone secretion" 0.798108032210482
-766 0.0760409511938512 6 13 "GO:0090278;GO:0046888" "negative regulation of peptide hormone secretion" 0.678936806458106
-71 0.72338694938362 2 61 "GO:0090287" "regulation of cellular response to growth factor stimulus" 0.972191552623681
847 0.123746956591015 2 8 "GO:0090303" "positive regulation of wound healing" 0.749224547190351
388 0.0471497231424157 2 64 "GO:0090305" "nucleic acid phosphodiester bond hydrolysis" 0.611675261751547
230 0.541951449462668 3 17 "GO:0090307" "mitotic spindle assembly" 0.919217706384847
519 0.291697203947066 3 10 "GO:0090311" "regulation of protein deacetylation" 0.854868895648402
206 0.726576801905386 5 7 "GO:0090312" "positive regulation of protein deacetylation" 0.972191552623681
-169 0.743899633334474 7 9 "GO:0090313" "regulation of protein targeting to membrane" 0.972191552623681
-1008 0.112213191252859 3 6 "GO:0090314" "positive regulation of protein targeting to membrane" 0.742490489289656
-241 0.346792968838397 2 37 "GO:0090316" "positive regulation of intracellular protein transport" 0.871018469660137
-117 0.812064805564234 5 10 "GO:0090317" "negative regulation of intracellular protein transport" 0.980760335505261
184 0.596466106703675 2 20 "GO:0090329" "regulation of DNA-dependent DNA replication" 0.938976852546987
34 0.944554228542766 4 10 "GO:0090342" "regulation of cell aging" 0.995061668578085
-16 0.9795568598915 5 6 "GO:0090344" "negative regulation of cell aging" 0.996485634016242
90 0.465296836602962 3 163 "GO:0090407" "organophosphate biosynthetic process" 0.889991966314376
-228 0.743650070105572 3 5 "GO:0090435" "protein localization to nuclear envelope" 0.972191552623681
375 0.115161717341293 6 43 "GO:0090501" "RNA phosphodiester bond hydrolysis" 0.744428971333217
-251 0.575630293150398 2 12 "GO:0090502" "RNA phosphodiester bond hydrolysis, endonucleolytic" 0.933626609202204
623 0.205732027012777 2 10 "GO:0090503" "RNA phosphodiester bond hydrolysis, exonucleolytic" 0.808897739144783
746 0.0421259002029561 3 18 "GO:0090559" "regulation of membrane permeability" 0.590861539368419
-406 0.522287309884977 2 6 "GO:0090598;GO:0048808" "male anatomical structure morphogenesis" 0.909941463855249
265 0.414986786103042 2 23 "GO:0090630" "activation of GTPase activity" 0.885319961617365
-438 0.455761742491601 3 7 "GO:0090646;GO:0000963;GO:0140053;GO:0010467" "mitochondrial RNA processing" 0.889991966314376
-32 0.956142177644475 4 7 "GO:0097009" "energy homeostasis" 0.995848162381776
469 0.425199945092766 2 7 "GO:0097061;GO:0060997" "dendritic spine organization" 0.886542122211041
118 0.761206028050789 3 16 "GO:0097066" "response to thyroid hormone" 0.97289799321919
-103 0.826460792386199 5 11 "GO:0097067" "cellular response to thyroid hormone stimulus" 0.981650410985964
229 0.696479199596452 5 7 "GO:0097069;GO:0097068;GO:1904387;GO:1904386" "cellular response to L-phenylalanine derivative" 0.968049072769562
663 0.200942747875952 6 9 "GO:0097070;GO:0007567;GO:0070493" "thrombin-activated receptor signaling pathway" 0.804445396885055
-1024 0.0625335470746904 4 8 "GO:0097104;GO:0001941" "postsynaptic membrane organization" 0.645432445484496
-741 0.177801174003898 2 8 "GO:0097105;GO:0097090" "presynaptic membrane organization" 0.796526975728732
23 0.957254476988832 2 13 "GO:0097120" "receptor localization to synapse" 0.995848162381776
-40 0.938406268247384 3 9 "GO:0097150" "neuronal stem cell population maintenance" 0.994358887847017
-164 0.491973500805133 3 43 "GO:0097164" "ammonium ion metabolic process" 0.894284694237947
817 0.1152370769386 2 9 "GO:0097178" "ruffle assembly" 0.744428971333217
86 0.693208027626378 2 51 "GO:0097190" "apoptotic signaling pathway" 0.967133082814301
472 0.164648287740194 2 21 "GO:0097191" "extrinsic apoptotic signaling pathway" 0.773543944752728
836 0.154928968269875 2 7 "GO:0097192;GO:0038034" "extrinsic apoptotic signaling pathway in absence of ligand" 0.766898234229866
-109 0.695780379145988 2 31 "GO:0097193" "intrinsic apoptotic signaling pathway" 0.967911816785234
465 0.247467694566626 2 15 "GO:0097194" "execution phase of apoptosis" 0.83035476669948
-38 0.95295050805794 2 6 "GO:0097242" "amyloid-beta clearance" 0.995848162381776
41 0.847042444651637 4 55 "GO:0097305" "response to alcohol" 0.982676277590505
-259 0.396417318704047 2 26 "GO:0097306" "cellular response to alcohol" 0.875919363109079
-214 0.468193267970789 2 28 "GO:0097327" "response to antineoplastic agent" 0.889991966314376
569 0.370356622242828 5 6 "GO:0097352" "autophagosome maturation" 0.87237376016788
-483 0.447296365192081 2 6 "GO:0097366" "response to bronchodilator" 0.889991966314376
535 0.441605967953925 2 5 "GO:0097421" "liver regeneration" 0.889991966314376
669 0.223733918399138 2 8 "GO:0097428" "protein maturation by iron-sulfur cluster transfer" 0.811934167082376
-178 0.124239708487542 2 186 "GO:0097435" "supramolecular fiber organization" 0.749224547190351
168 0.732786091794081 2 10 "GO:0097529" "myeloid leukocyte migration" 0.972191552623681
54 0.927484657359035 6 7 "GO:0097530;GO:1990266" "granulocyte migration" 0.994151563136106
-52 0.878353705991065 4 21 "GO:0097711" "ciliary basal body-plasma membrane docking" 0.986460169057478
-786 0.0587768134017223 2 14 "GO:0097755" "positive regulation of blood vessel diameter" 0.640587837952555
-107 0.877827281334288 3 5 "GO:0097756" "negative regulation of blood vessel diameter" 0.986460169057478
639 0.314198792327267 3 6 "GO:0098581;GO:0009595;GO:0009593" "detection of biotic stimulus" 0.861282998314988
-718 0.0391019287130284 5 20 "GO:0098586" "cellular response to virus" 0.570782000127736
-462 0.0002005840991236 2 161 "GO:0098609" "cell-cell adhesion" 0.0481055026895823
-72 0.567317089841878 4 159 "GO:0098657;GO:0006897" "import into cell" 0.929017731893349
326 0.468402081814347 3 12 "GO:0098659;GO:0099587" "inorganic cation import across plasma membrane" 0.889991966314376
12 0.942892186485649 2 82 "GO:0098662;GO:0098655;GO:0098660" "cation transmembrane transport" 0.994860733397834
147 0.643834980461762 2 24 "GO:0098693" "regulation of synaptic vesicle cycle" 0.954615188737427
-58 0.933696287372732 12 5 "GO:0098703;GO:1902656" "calcium ion import into cytosol" 0.994151563136106
61 0.83567496419826 2 28 "GO:0098739" "import across plasma membrane" 0.982676277590505
-687 1.4334587170123e-05 2 98 "GO:0098742;GO:0007156" "cell-cell adhesion via plasma-membrane adhesion molecules" 0.0115608445527042
-76 0.87788171414678 1 10 "GO:0098754" "detoxification" 0.986460169057478
-1028 0.0616095485545888 3 8 "GO:0098761;GO:0098760" "response to interleukin-7" 0.645432445484496
939 0.139282872008383 2 6 "GO:0098787;GO:0098789" "mRNA cleavage involved in mRNA processing" 0.754527032390027
-82 0.832424945916193 2 16 "GO:0098813" "nuclear chromosome segregation" 0.982676277590505
37 0.876279800937138 2 44 "GO:0098876" "vesicle-mediated transport to the plasma membrane" 0.986005803217024
-463 0.466373485746082 4 6 "GO:0098887;GO:0098969;GO:0099639;GO:0098877;GO:1903540;GO:0099638" "neurotransmitter receptor transport to postsynaptic membrane" 0.889991966314376
127 0.7776727292441 3 12 "GO:0098900;GO:0098901" "regulation of action potential" 0.975778147430469
983 0.121405451186706 3 6 "GO:0098910" "regulation of atrial cardiac muscle cell action potential" 0.747360968599165
45 0.948814445115399 2 5 "GO:0098935" "dendritic transport" 0.995848162381776
-354 0.276324273400712 2 23 "GO:0099003" "vesicle-mediated transport in synapse" 0.848798442853628
-576 0.126915017592667 3 17 "GO:0099072" "regulation of postsynaptic membrane neurotransmitter receptor levels" 0.749224547190351
329 0.604543866571407 4 6 "GO:0099170" "postsynaptic modulation of chemical synaptic transmission" 0.940189492423924
399 0.566150128665434 2 5 "GO:0099172" "presynapse organization" 0.928930266331718
176 0.707960430904489 3 11 "GO:0099173;GO:0106027" "neuron projection organization" 0.970140393685084
-510 0.385260231068632 6 7 "GO:0099174" "regulation of presynapse organization" 0.87237376016788
-482 0.107852943954821 3 27 "GO:0099175" "regulation of postsynapse organization" 0.736753032690584
430 0.381580034457436 2 10 "GO:0099558;GO:0048790;GO:1990709" "maintenance of synapse structure" 0.87237376016788
-133 0.821718765569674 2 7 "GO:0099612" "protein localization to axon" 0.981650410985964
-290 0.485540435276279 3 14 "GO:0099637" "neurotransmitter receptor transport" 0.893770874679203
-29 0.961377456816863 2 7 "GO:0099640" "axo-dendritic protein transport" 0.995848162381776
483 0.229323171672677 4 15 "GO:0099643" "signal release from synapse" 0.811934167082376
84 0.729133282397489 2 41 "GO:0110020" "regulation of actomyosin structure organization" 0.972191552623681
-135 0.387068462672917 2 101 "GO:0110053" "regulation of actin filament organization" 0.87237376016788
-430 0.301120637242183 2 14 "GO:0110110" "positive regulation of animal organ morphogenesis" 0.859762413724234
-125 0.820894293384654 3 8 "GO:0110111" "negative regulation of animal organ morphogenesis" 0.981650410985964
-799 0.250834510259922 6 5 "GO:0110116" "regulation of compound eye photoreceptor cell differentiation" 0.832114898678971
38 0.835888532478106 4 71 "GO:0120032;GO:0060491" "regulation of plasma membrane bounded cell projection assembly" 0.982676277590505
-354 0.546669263856443 4 7 "GO:0120033" "negative regulation of plasma membrane bounded cell projection assembly" 0.921879270883892
35 0.891524157960254 2 36 "GO:0120034" "positive regulation of plasma membrane bounded cell projection assembly" 0.987914984373673
-82 0.779597946746606 2 28 "GO:0120161" "regulation of cold-induced thermogenesis" 0.975778147430469
73 0.866205504382365 2 13 "GO:0120162" "positive regulation of cold-induced thermogenesis" 0.985500292252112
-217 0.590001313498665 2 15 "GO:0120163" "negative regulation of cold-induced thermogenesis" 0.936685156174554
-362 0.276158198002649 3 22 "GO:0120192;GO:0120193" "tight junction assembly" 0.848798442853628
-491 0.318776162426564 4 10 "GO:0140013;GO:0000280" "nuclear division" 0.861282998314988
429 0.168912141485592 2 25 "GO:0140029" "exocytic process" 0.779867752779018
121 0.601646024399529 2 45 "GO:0140056;GO:0022406" "organelle localization by membrane tethering" 0.939105769824586
305 0.661491687839379 4 5 "GO:0140115" "export across plasma membrane" 0.960716752709661
245 0.422994676043958 2 26 "GO:1900006" "positive regulation of dendrite development" 0.886542122211041
-934 0.0575980243551864 3 10 "GO:1900015" "regulation of cytokine production involved in inflammatory response" 0.634168008770755
-1134 0.0740205672511856 3 6 "GO:1900016" "negative regulation of cytokine production involved in inflammatory response" 0.668880532079341
387 0.279142600910067 3 19 "GO:1900024" "regulation of substrate adhesion-dependent cell spreading" 0.848798442853628
516 0.348000569513651 3 8 "GO:1900025" "negative regulation of substrate adhesion-dependent cell spreading" 0.871018469660137
291 0.534837716254427 4 11 "GO:1900026" "positive regulation of substrate adhesion-dependent cell spreading" 0.914092786140353
-383 0.51477083271067 2 7 "GO:1900027" "regulation of ruffle assembly" 0.906468726159728
605 0.34067294273444 3 6 "GO:1900034" "regulation of cellular response to heat" 0.871018469660137
787 0.215038045741848 3 6 "GO:1900037" "regulation of cellular response to hypoxia" 0.810938526090533
-204 0.588119180518026 8 17 "GO:1900087;GO:1902808" "positive regulation of cell cycle G1/S phase transition" 0.935538696425617
-3 0.995910942431229 2 6 "GO:1900101" "regulation of endoplasmic reticulum unfolded protein response" 0.998953064213476
208 0.688132298826678 2 9 "GO:1900116;GO:1900115;GO:0035583;GO:0035581;GO:0071694" "extracellular negative regulation of signal transduction" 0.967133082814301
-346 0.585609026027928 2 6 "GO:1900117" "regulation of execution phase of apoptosis" 0.934153937654182
58 0.819583573974089 3 38 "GO:1900180" "regulation of protein localization to nucleus" 0.981650410985964
-41 0.937381798933908 4 9 "GO:1900181" "negative regulation of protein localization to nucleus" 0.994358887847017
110 0.74542146294476 2 21 "GO:1900182" "positive regulation of protein localization to nucleus" 0.972191552623681
198 0.755169559078748 2 6 "GO:1900246" "positive regulation of RIG-I signaling pathway" 0.972191552623681
-125 0.831196105072471 3 7 "GO:1900271" "regulation of long-term synaptic potentiation" 0.982676277590505
-539 0.438537146276049 3 5 "GO:1900273" "positive regulation of long-term synaptic potentiation" 0.889991966314376
213 0.737855070092415 2 6 "GO:1900363" "regulation of mRNA polyadenylation" 0.972191552623681
-459 0.43515637906057 2 7 "GO:1900371;GO:0030808" "regulation of nucleotide biosynthetic process" 0.889187146471236
-463 0.153730449349584 2 23 "GO:1900542;GO:1903578" "regulation of purine nucleotide metabolic process" 0.766513801548312
-953 0.105090772917738 4 7 "GO:1900544;GO:1903580;GO:0045981" "positive regulation of purine nucleotide metabolic process" 0.729081362220694
-844 0.103412307903029 2 9 "GO:1900744" "regulation of p38MAPK cascade" 0.726317234341615
-996 0.116615773631389 2 6 "GO:1900745" "positive regulation of p38MAPK cascade" 0.744428971333217
-175 0.708538293023447 5 11 "GO:1900746;GO:1902547" "regulation of cellular response to vascular endothelial growth factor stimulus" 0.970140393685084
367 0.414496056203938 3 12 "GO:1901016" "regulation of potassium ion transmembrane transporter activity" 0.885121394380852
866 0.213113348267115 2 5 "GO:1901017" "negative regulation of potassium ion transmembrane transporter activity" 0.810938526090533
